# variant=ABLATE env=deep-sea-treasure-concave-v0 seed=0
episode=68400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=68600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=68800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=69000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=69200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=69400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=69600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=69800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=70000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=70200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=70400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=70600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=70800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=71000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=71200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=71400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=71600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=71800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=72000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=72200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=72400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=72600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=72800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=73000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=73200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=73400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=73600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=73800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=74000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=74200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=74400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=74600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=74800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=75000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=75200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=75400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=75600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=75800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=76000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=76200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=76400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=76600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=76800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=77000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=77200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=77400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=77600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=77800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=78000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=78200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=78400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=78600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=78800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
